Cat.,Zaneen Model #,Series,Description, CAD MSRP  ,USD MSRP 
D,D4-2054WHI,SPILLO,Surface - Ceiling - 2 Arm Adjustable Light - 23.76W LED -12V - 3000K - White,1542.00,1354.00
D,D4-2054CHR,SPILLO,Surface - Ceiling - 2 Arm Adjustable Light - 23.76W LED -12V - 3000K - Chrome,1708.00,1490.00
D,D4-2054BLA,SPILLO,Surface - Ceiling - 2 Arm Adjustable Light - 23.76W LED -12V - 3000K - Black,1542.00,1354.00
D,D4-2055WHI,SPILLO,Surface - 2 Arm Adjustable Light - 7.44W LED -12V - 3000K - White,800.00,644.00
D,D4-2055CHR,SPILLO,Surface - 2 Arm Adjustable Light - 7.44W LED -12V - 3000K - Chrome,872.00,702.00
D,D4-2055BLA,SPILLO,Surface - 2 Arm Adjustable Light - 7.44W LED -12V - 3000K - Black,800.00,644.00
D,D4-2046WHI,SPILLO,Surface - 2 Arm Adjustable Light - 11.88W LED -12V - 3000K - White,1054.00,848.00
D,D4-2046CHR,SPILLO,Surface - 2 Arm Adjustable Light - 11.88W LED -12V - 3000K - Chrome,1158.00,932.00
D,D4-2046BLA,SPILLO,Surface - 2 Arm Adjustable Light - 11.88W LED -12V - 3000K - Black,1054.00,848.00
D,D4-2047WHI,SPILLO,Surface - 2 Arm Adjustable Light - 15.36W LED -12V - 3000K - White,1242.00,998.00
D,D4-2047CHR,SPILLO,Surface - 2 Arm Adjustable Light - 15.36W LED -12V - 3000K - Chrome,1364.00,1098.00
D,D4-2047BLA,SPILLO,Surface - 2 Arm Adjustable Light - 15.36W LED -12V - 3000K - Black,1242.00,998.00
D,D4-6011WHI,SPILLO,Recessed - 18W LED -12V -3000K -White,1404.00,1128.00
D,D4-6011CHR,SPILLO,Recessed - 18W LED -12V -3000K -Chrome,1538.00,1236.00
D,D4-6011BLA,SPILLO,Recessed - 18W LED -12V -3000K -Black,1404.00,1128.00
D,D4-9020,SPILLO,Wall Housing for Plasterboard,226.00,184.00
D,D4-9022,SPILLO,Wall Housing for Masonry,236.00,190.00
D,D4-6026WHI,SPILLO,Recessed - 2 Arm Adjustable Light - 9.24W LED -12V - 3000K - White,936.00,754.00
D,D4-6026CHR,SPILLO,Recessed - 2 Arm Adjustable Light - 9.24W LED -12V - 3000K - Chrome,1028.00,828.00
D,D4-6026BLA,SPILLO,Recessed - 2 Arm Adjustable Light - 9.24W LED -12V - 3000K - Black,936.00,754.00
D,D4-9023,SPILLO,Wall Housing for Plasterboard,152.00,122.00
D,D4-9024,SPILLO,Wall Housing for Masonry,160.00,130.00
D,D4-6027WHI,SPILLO,Recessed - 2 Arm Adjustable Light - 14.52W LED -12V - 3000K - White,1180.00,950.00
D,D4-6027CHR,SPILLO,Recessed - 2 Arm Adjustable Light - 14.52W LED -12V - 3000K - Chrome,1296.00,1044.00
D,D4-6027BLA,SPILLO,Recessed - 2 Arm Adjustable Light -14.52W LED -12V - 3000K - Black,1180.00,950.00
D,D4-9025,SPILLO,Wall Housing for Plasterboard,192.00,154.00
D,D4-9026,SPILLO,Wall Housing for Masonry,208.00,168.00
D,D4-6028WHI,SPILLO,Recessed - 19.80W LED -12V -3000K -White,1270.00,1022.00
D,D4-6028CHR,SPILLO,Recessed - 19.80W LED -12V -3000K -Chrome,1380.00,1110.00
D,D4-6028BLA,SPILLO,Recessed - 19.80W LED -12V -3000K -Black,1270.00,1022.00
D,D4-9027,SPILLO,Wall Housing for Plasterboard,98.00,80.00
D,D4-9028,SPILLO,Wall Housing for Masonry,108.00,88.00
D,D4-6029WHI,SPILLO,Recessed -2 Arm Adjustable Light - 7.44W LED -12V - 3000K - White,726.00,586.00
D,D4-6029CHR,SPILLO,Recessed -2 Arm Adjustable Light - 7.44W LED -12V - 3000K - Chrome,790.00,636.00
D,D4-6029BLA,SPILLO,Recessed -2 Arm Adjustable Light - 7.44W LED -12V - 3000K - Black,726.00,586.00
D,D4-6030WHI,SPILLO,Recessed -2 Arm Adjustable Light - 11.88W LED -12V - 3000K - White,926.00,746.00
D,D4-6030CHR,SPILLO,Recessed -2 Arm Adjustable Light - 11.88W LED -12V - 3000K - Chrome,1014.00,816.00
D,D4-6030BLA,SPILLO,Recessed -2 Arm Adjustable Light - 11.88W LED -12V - 3000K - Black,926.00,746.00
D,D4-6031WHI,SPILLO,Recessed -2 Arm Adjustable Light - 15.36W LED -12V - 3000K - White,1110.00,892.00
D,D4-6031CHR,SPILLO,Recessed -2 Arm Adjustable Light - 15.36W LED -12V - 3000K - Chrome,1190.00,958.00
D,D4-6031BLA,SPILLO,Recessed -2 Arm Adjustable Light - 15.36W LED -12V - 3000K - Black,1110.00,892.00
D,D4-2048WHI,SPILLO,Surface -3 Arm Adjustable Light - 31.68W LED -12V - 3000K - White,2442.00,1960.00
D,D4-2048CHR,SPILLO,Surface -3 Arm Adjustable Light - 31.68W LED -12V - 3000K - Chrome,2646.00,2124.00
D,D4-2048BLA,SPILLO,Surface -3 Arm Adjustable Light - 31.68W LED -12V - 3000K - Black,2442.00,1960.00
D,D4-2049WHI,SPILLO,Surface -3 Arm Adjustable Light - 23.28W LED -12V - 3000K - White,1872.00,1698.00
D,D4-2049CHR,SPILLO,Surface -3 Arm Adjustable Light - 23.28W LED -12V - 3000K - Chrome,2024.00,1822.00
D,D4-2049BLA,SPILLO,Surface -3 Arm Adjustable Light - 23.28W LED -12V - 3000K - Black,1872.00,1698.00
D,D4-6032WHI,SPILLO,Recessed -3 Arm Adjustable Light - 31.68W LED -12V - 3000K - White,1828.00,1664.00
D,D4-6032CHR,SPILLO,Recessed -3 Arm Adjustable Light - 31.68W LED -12V - 3000K - Chrome,2006.00,1808.00
D,D4-6032BLA,SPILLO,Recessed -3 Arm Adjustable Light - 31.68W LED -12V - 3000K - Black,1828.00,1664.00
D,D4-9029,SPILLO,Wall Housing for Plasterboard,192.00,156.00
D,D4-9030,SPILLO,Wall Housing for Masonry,226.00,184.00
D,D4-6033WHI,SPILLO,Recessed -3 Arm Adjustable Light - 23.28W LED -12V - 3000K - White,1574.00,1290.00
D,D4-6033CHR,SPILLO,Recessed -3 Arm Adjustable Light - 23.28W LED -12V - 3000K - Chrome,1736.00,1418.00
D,D4-6033BLA,SPILLO,Recessed -3 Arm Adjustable Light - 23.28W LED -12V - 3000K - Black,1576.00,1290.00
D,D4-3024WHI,SPILLO,Surface Wall  - 5.28W LED -12V -3000K - White,668.00,538.00
D,D4-3024CHR,SPILLO,Surface Wall  - 5.28W LED -12V -3000K - Chrome,742.00,598.00
D,D4-3024BLA,SPILLO,Surface Wall  - 5.28W LED -12V -3000K - Black,668.00,538.00
D,D4-3024GLF-GSR,SPILLO,Surface Wall  - 5.28W LED -12V -3000K - Gold Leaf - Gold Silver,810.00,650.00
D,D4-6017WHI,SPILLO,Recessed -5 Arm Adjustable Light - 45.72W LED -12V - 3000K - White,2984.00,2396.00
D,D4-6017CHR,SPILLO,Recessed -5 Arm Adjustable Light - 45.72W LED -12V - 3000K - Chrome,3192.00,2562.00
D,D4-6017BLA,SPILLO,Recessed -5 Arm Adjustable Light - 45.72W LED -12V - 3000K - Black,2984.00,2396.00
D,D4-3036WHI,SPILLO,Surface Wall  - 7.92W LED -12V -3000K - White,824.00,662.00
D,D4-3036CHR,SPILLO,Surface Wall  - 7.92W LED -12V -3000K - Chrome,892.00,718.00
D,D4-3036BLA,SPILLO,Surface Wall  - 7.92W LED -12V -3000K - Black,824.00,662.00
D,D4-3036GLF-GSR,SPILLO,Surface Wall  - 7.92W LED -12V -3000K - Gold Leaf - Gold Silver,964.00,776.00
D,D4-2053WHI,SPILLO,Surface Ceiling - RODS - 47W -12V - 3000K - White,3342.00,2690.00
D,D4-2053CHR,SPILLO,Surface Ceiling - RODS - 47W -12V - 3000K - Chrome,4032.00,3248.00
D,D4-2050WHI,SPILLO,Surface Ceiling - RODS - 13.20W -12V - 3000K - White,1904.00,1532.00
D,D4-2050CHR,SPILLO,Surface Ceiling - RODS - 13.20W -12V - 3000K - Chrome,2004.00,1612.00
D,D4-2051WHI,SPILLO,Surface Ceiling - RODS - 40W -12V - 3000K - White,2104.00,1694.00
D,D4-2051CHR,SPILLO,Surface Ceiling - RODS - 40W -12V - 3000K - Chrome,2268.00,1826.00
D,D4-2038WHI,SWING,Surface Ceiling -4.5W LED - 120V - 3000K - White,322.00,260.00
D,D4-2038BLA,SWING,Surface Ceiling -4.5W LED - 120V - 3000K - Black,322.00,260.00
D,D4-2038GRY,SWING,Surface Ceiling -4.5W LED - 120V - 3000K - Gray,322.00,260.00
D,D4-2038MOK,SWING,Surface Ceiling -4.5W LED - 120V - 3000K - Moka,322.00,260.00
D,D4-2038DGY,SWING,Surface Ceiling -4.5W LED - 120V - 3000K - Dove Gray,322.00,260.00
D,D4-2038GLF,SWING,Surface Ceiling -4.5W LED - 120V - 3000K - Gold Leaf,356.00,288.00
D,D4-2038SLF,SWING,Surface Ceiling -4.5W LED - 120V - 3000K - Silver Leaf,356.00,288.00
D,D4-2038RUS,SWING,Surface Ceiling -4.5W LED - 120V - 3000K - Rust,384.00,310.00
D,D4-2038GSR,SWING,Surface Ceiling -4.5W LED - 120V - 3000K - Gold Silver,356.00,288.00
D,D4-2038CSR,SWING,Surface Ceiling -4.5W LED - 120V - 3000K - Copper Silver,356.00,288.00
D,D4-6034WHI,SWING,Recessed Ceiling -4.5W LED -120V -3000K - White,320.00,258.00
D,D4-6034BLA,SWING,Recessed Ceiling -4.5W LED -120V -3000K - Black,320.00,258.00
D,D4-6034GRA,SWING,Recessed Ceiling -4.5W LED -120V -3000K - Gray,320.00,258.00
D,D4-6034MOK,SWING,Recessed Ceiling -4.5W LED -120V -3000K - Moka,320.00,258.00
D,D4-6034DGY,SWING,Recessed Ceiling -4.5W LED -120V -3000K - Dove Gray,320.00,258.00
D,D4-6034GLF,SWING,Recessed Ceiling -4.5W LED -120V -3000K - Gold Leaf,354.00,286.00
D,D4-6034SLF,SWING,Recessed Ceiling -4.5W LED -120V -3000K - Silver Leaf,354.00,286.00
D,D4-6034RUS,SWING,Recessed Ceiling -4.5W LED -120V -3000K - Rust,382.00,308.00
D,D4-6034GSR,SWING,Recessed Ceiling -4.5W LED -120V -3000K - Gold Silver,354.00,286.00
D,D4-6034CSR,SWING,Recessed Ceiling -4.5W LED -120V -3000K - Copper Silver,354.00,286.00
D,D4-6035WHI,SWING,Recessed Ceiling -9W LED -120V -3000K - White,496.00,400.00
D,D4-6035BLA,SWING,Recessed Ceiling -9W LED -120V -3000K - Black,496.00,400.00
D,D4-6035GRA,SWING,Recessed Ceiling -9W LED -120V -3000K - Gray,496.00,400.00
D,D4-6035MOK,SWING,Recessed Ceiling -9W LED -120V -3000K - Moka,496.00,400.00
D,D4-6035DGY,SWING,Recessed Ceiling -9W LED -120V -3000K - Dove Gray,496.00,400.00
D,D4-6035GLF,SWING,Recessed Ceiling -9W LED -120V -3000K - Gold Leaf,544.00,438.00
D,D4-6035SLF,SWING,Recessed Ceiling -9W LED -120V -3000K - Silver Leaf,544.00,438.00
D,D4-6035RUS,SWING,Recessed Ceiling -9W LED -120V -3000K - Rust,594.00,478.00
D,D4-6035GSR,SWING,Recessed Ceiling -9W LED -120V -3000K - Gold Silver,544.00,438.00
D,D4-6035CSR,SWING,Recessed Ceiling -9W LED -120V -3000K - Copper Silver,544.00,438.00
D,D4-6036WHI,SWING,Recessed Ceiling -18W LED -120V -3000K - White,830.00,670.00
D,D4-6036BLA,SWING,Recessed Ceiling -18W LED -120V -3000K - Black,830.00,670.00
D,D4-6036GRA,SWING,Recessed Ceiling -18W LED -120V -3000K - Gray,830.00,670.00
D,D4-6036MOK,SWING,Recessed Ceiling -18W LED -120V -3000K - Moka,830.00,670.00
D,D4-6036DGY,SWING,Recessed Ceiling -18W LED -120V -3000K - Dove Gray,830.00,670.00
D,D4-6036GLF,SWING,Recessed Ceiling -18W LED -120V -3000K - Gold Leaf,948.00,762.00
D,D4-6036SLF,SWING,Recessed Ceiling -18W LED -120V -3000K - Silver Leaf,948.00,762.00
D,D4-6036RUS,SWING,Recessed Ceiling -18W LED -120V -3000K - Rust,998.00,804.00
D,D4-6036GSR,SWING,Recessed Ceiling -18W LED -120V -3000K - Gold Silver,948.00,762.00
D,D4-6036CSR,SWING,Recessed Ceiling -18W LED -120V -3000K - Copper Silver,948.00,762.00
D,D4-3030BAL,SWING,Surface Wall  -4.5W LED - 120V - 3000K - Brushed Aluminum,374.00,300.00
D,D4-3030WHI,SWING,Surface Wall  -4.5W LED - 120V - 3000K - White,326.00,264.00
D,D4-3030GLF,SWING,Surface Wall  -4.5W LED - 120V - 3000K - Gold Leaf,374.00,300.00
D,D4-3030GRA,SWING,Surface Wall  -4.5W LED - 120V - 3000K - Gray,326.00,264.00
D,D4-3030MOK,SWING,Surface Wall  -4.5W LED - 120V - 3000K - Moka,326.00,264.00
D,D4-3030BLA,SWING,Surface Wall  -4.5W LED - 120V - 3000K - Black,326.00,264.00
D,D4-3031WHI,SWING,Surface Wall  -48W LED - 120V - 3000K - White,2278.00,1832.00
D,D4-3031BLA,SWING,Surface Wall  -48W LED - 120V - 3000K -Black,2278.00,1832.00
D,D4-3031GRA,SWING,Surface Wall  -48W LED - 120V - 3000K -Gray,2278.00,1832.00
D,D4-3031MOK,SWING,Surface Wall  -48W LED - 120V - 3000K -Moka,2278.00,1832.00
D,D4-3031DGY,SWING,Surface Wall  -48W LED - 120V - 3000K -Dove Gray,2278.00,1832.00
D,D4-3031GLF,SWING,Surface Wall  -48W LED - 120V - 3000K -Gold leaf,2542.00,2046.00
D,D4-3031SLF,SWING,Surface Wall  -48W LED - 120V - 3000K - Silver Leaf,2542.00,2046.00
D,D4-3031RUS,SWING,Surface Wall  -48W LED - 120V - 3000K - Rust,2708.00,2180.00
D,D4-3031GSR,SWING,Surface Wall  -48W LED - 120V - 3000K -Gold Silver,2542.00,2046.00
D,D4-3031CSR,SWING,Surface Wall  -48W LED - 120V - 3000K -Copper Silver,2542.00,2046.00
D,D4-3027BAL,SWING,Surface Wall  - 8W LED - 120V - 3000K - Brushed Aluminum,596.00,480.00
D,D4-3027WHI,SWING,Surface Wall  - 8W LED - 120V - 3000K - White,524.00,422.00
D,D4-3027GLF,SWING,Surface Wall  - 8W LED - 120V - 3000K - Gold Leaf,598.00,482.00
D,D4-3027GRY,SWING,Surface Wall  - 8W LED - 120V - 3000K - Gray,524.00,422.00
D,D4-3027MOK,SWING,Surface Wall  - 8W LED - 120V - 3000K - Moka,524.00,422.00
D,D4-3027BLA,SWING,Surface Wall  - 8W LED - 120V - 3000K - Black,524.00,422.00
D,D4-2039WHI,SWING,Surface Ceiling  - 9W LED - 120V - 3000K - White,500.00,402.00
D,D4-2039BLA,SWING,Surface Ceiling  - 9W LED - 120V - 3000K - Black,500.00,402.00
D,D4-2039GRA,SWING,Surface Ceiling  - 9W LED - 120V - 3000K - Gray,500.00,402.00
D,D4-2039MOK,SWING,Surface Ceiling  - 9W LED - 120V - 3000K - Moka,500.00,402.00
D,D4-2039DGY,SWING,Surface Ceiling  - 9W LED - 120V - 3000K - Dove Gray,500.00,402.00
D,D4-2039GLF,SWING,Surface Ceiling  - 9W LED - 120V - 3000K - Gold Leaf,546.00,440.00
D,D4-2039SLF,SWING,Surface Ceiling  - 9W LED - 120V - 3000K - Silver Leaf,546.00,440.00
D,D4-2039RUS,SWING,Surface Ceiling  - 9W LED - 120V - 3000K - Rust,596.00,480.00
D,D4-2039GSR,SWING,Surface Ceiling  - 9W LED - 120V - 3000K - Gold Silver,546.00,440.00
D,D4-2039CSR,SWING,Surface Ceiling  - 9W LED - 120V - 3000K - Copper Silver,546.00,440.00
D,D4-2040BAL,SWING,Surface Wall  -18W LED - 120V - 3000K - Brushed Aluminum,1048.00,844.00
D,D4-2040WHI,SWING,Surface Wall  -18W LED - 120V - 3000K - White,916.00,738.00
D,D4-2040GLF,SWING,Surface Wall  -18W LED - 120V - 3000K - Gold Leaf,1048.00,844.00
D,D4-2040GRA,SWING,Surface Wall  -18W LED - 120V - 3000K - Gray,916.00,738.00
D,D4-2040MOK,SWING,Surface Wall  -18W LED - 120V - 3000K - Moka,916.00,738.00
D,D4-2040BLA,SWING,Surface Wall  -18W LED - 120V - 3000K - Black,916.00,738.00
D,D4-2041WHI,SWING,Surface Ceiling -18W LED - 120V - 3000K - White,838.00,674.00
D,D4-2041BLA,SWING,Surface Ceiling -18W LED - 120V - 3000K - Black,838.00,674.00
D,D4-2041GRA,SWING,Surface Ceiling -18W LED - 120V - 3000K - Gray,838.00,674.00
D,D4-2041MOK,SWING,Surface Ceiling -18W LED - 120V - 3000K - Moka,838.00,674.00
D,D4-2041DGY,SWING,Surface Ceiling -18W LED - 120V - 3000K - Dove Gray,838.00,674.00
D,D4-2041GLF,SWING,Surface Ceiling -18W LED - 120V - 3000K - Gold Leaf,954.00,768.00
D,D4-2041SLF,SWING,Surface Ceiling -18W LED - 120V - 3000K - Silver Leaf,954.00,768.00
D,D4-2041RUS,SWING,Surface Ceiling -18W LED - 120V - 3000K - Rust,1004.00,810.00
D,D4-2041GSR,SWING,Surface Ceiling -18W LED - 120V - 3000K - Gold Silver,954.00,768.00
D,D4-2041CSR,SWING,Surface Ceiling -18W LED - 120V - 3000K - Copper Silver,954.00,768.00
D,D4-2035WHI,SWING,Surface Ceiling -27W LED - 120V - 3000K - White,1190.00,956.00
D,D4-2035BLA,SWING,Surface Ceiling -27W LED - 120V - 3000K - Black,1190.00,956.00
D,D4-2035GRY,SWING,Surface Ceiling -27W LED - 120V - 3000K - Gray,1190.00,956.00
D,D4-2035MOK,SWING,Surface Ceiling -27W LED - 120V - 3000K - Moka,1190.00,956.00
D,D4-2035DGY,SWING,Surface Ceiling -27W LED - 120V - 3000K - Dove Gray,1190.00,956.00
D,D4-2035GLF,SWING,Surface Ceiling -27W LED - 120V - 3000K - Gold Leaf,1306.00,1052.00
D,D4-2035SLF,SWING,Surface Ceiling -27W LED - 120V - 3000K - Silver Leaf,1306.00,1052.00
D,D4-2035RUS,SWING,Surface Ceiling -27W LED - 120V - 3000K - Rust,1416.00,1140.00
D,D4-2035GSR,SWING,Surface Ceiling -27W LED - 120V - 3000K - Gold Silver,1306.00,1052.00
D,D4-2035CSR,SWING,Surface Ceiling -27W LED - 120V - 3000K - Copper Silver,1306.00,1052.00
D,D4-2042WHI,SWING,Surface Ceiling -36W LED - 120V - 3000K - White,1568.00,1262.00
D,D4-2042BLA,SWING,Surface Ceiling -36W LED - 120V - 3000K - Black,1568.00,1262.00
D,D4-2042GRY,SWING,Surface Ceiling -36W LED - 120V - 3000K - Gray,1568.00,1260.00
D,D4-2042MOK,SWING,Surface Ceiling -36W LED - 120V - 3000K - Moka,1568.00,1262.00
D,D4-2042DGY,SWING,Surface Ceiling -36W LED - 120V - 3000K - Dove Gray,1568.00,1262.00
D,D4-2042GLF,SWING,Surface Ceiling -36W LED - 120V - 3000K - Gold Leaf,1802.00,1450.00
D,D4-2042SLF,SWING,Surface Ceiling -36W LED - 120V - 3000K - Silver Leaf,1802.00,1450.00
D,D4-2042RUS,SWING,Surface Ceiling -36W LED - 120V - 3000K - Rust,1874.00,1508.00
D,D4-2042GSR,SWING,Surface Ceiling -36W LED - 120V - 3000K - Gold Silver,1802.00,1450.00
D,D4-2042CSR,SWING,Surface Ceiling -36W LED - 120V - 3000K - Copper Silver,1802.00,1450.00
D,D4-1031WHI,GIUUP,Suspension -70cm -40W LED -120V -3000K - White,1410.00,1130.00
D,D4-1031BLA,GIUUP,Suspension -70cm -40W LED -120V -3000K - Black,1410.00,1130.00
D,D4-1031DGR,GIUUP,Suspension -70cm -40W LED -120V -3000K - Dove Gray,1410.00,1130.00
D,D4-1039WHI,GIUUP,Suspension -90cm -40W LED -120V -3000K - White,1480.00,1186.00
D,D4-1039BLA,GIUUP,Suspension -90cm -40W LED -120V -3000K - Black,1480.00,1186.00
D,D4-1039DGY,GIUUP,Suspension -90cm -40W LED -120V -3000K - Dove Gray,1480.00,1186.00
D,D4-1040WHI,GIUUP,Suspension -50cm -40W LED -120V -3000K - White,1356.00,1090.00
D,D4-1040BLA,GIUUP,Suspension -50cm -40W LED -120V -3000K - Black,1356.00,1090.00
D,D4-1040DGY,GIUUP,Suspension -50cm -40W LED -120V -3000K - Dove Gray,1356.00,1090.00
D,D4-3028WHI,GIUUP,Surface Wall  - 20W LED - 120 - 3000K - White,942.00,758.00
D,D4-3028BLA,GIUUP,Surface Wall  - 20W LED - 120 - 3000K - Black,942.00,758.00
D,D4-3028DGY,GIUUP,Surface Wall  - 20W LED - 120 - 3000K - Dove Gray,942.00,758.00
D,D4-3032WHI,GIUUP,Surface Wall  - 40W LED - 120 - 3000K - White,1212.00,976.00
D,D4-3032BLA,GIUUP,Surface Wall  - 40W LED - 120 - 3000K - Black,1212.00,976.00
D,D4-3032DGY,GIUUP,Surface Wall  - 40W LED - 120 - 3000K - Dove Gray,1212.00,976.00
D,D4-3033WHI,GIUUP,Surface Wall  - 20W LED - 120 - 3000K - White,934.00,752.00
D,D4-3033BLA,GIUUP,Surface Wall  - 20W LED - 120 - 3000K - Black,934.00,752.00
D,D4-3033DGY,GIUUP,Surface Wall  - 20W LED - 120 - 3000K - Dove Gray,934.00,752.00
D,D4-3029WHI,GIUUP,Surface Wall  - 40W LED - 120 - 3000K - White,1206.00,972.00
D,D4-3029BLK,GIUUP,Surface Wall  - 40W LED - 120 - 3000K - Black,1206.00,972.00
D,D4-3029DRY,GIUUP,Surface Wall  - 40W LED - 120 - 3000K - Dove Gray,1206.00,972.00
D,D4-3034WHI,GIUUP,Surface Wall  -2 Light - 40W LED - 120 - 3000K - White,1840.00,1482.00
D,D4-3034BLA,GIUUP,Surface Wall  -2 Light - 40W LED - 120 - 3000K - Black,1840.00,1482.00
D,D4-3034DGY,GIUUP,Surface Wall  -2 Light - 40W LED - 120 - 3000K - Dove Gray,1840.00,1482.00
D,D4-3035WHI,GIUUP,Surface Wall  -2 Light - 80W LED - 120 - 3000K - White,2366.00,1906.00
D,D4-3035BLA,GIUUP,Surface Wall  -2 Light - 80W LED - 120 - 3000K - Black,2366.00,1906.00
D,D4-3035DGY,GIUUP,Surface Wall  -2 Light - 80W LED - 120 - 3000K - Dove Gray,2366.00,1906.00
